id,zpid,address,city,state,zip_code,latitude,longitude,price,zestimate,rent_zestimate,bedrooms,bathrooms,sqft,lot_size,year_built,home_type,property_status,days_on_zillow,views,saves,price_per_sqft,hoa_fee,property_tax,description,features,images_count,listing_agent,listing_broker,last_sold_date,last_sold_price
74,Z1074,789 Mountain View Tech Hub,Mountain View,CA,94043,37.3861,-122.0839,1650000,1700000,5500,3,2.5,1800,0,2021,Condo,For Sale,12,334,28,917,750,16500,New construction near Google campus. Modern finishes smart home features and premium amenities.,Near tech|Smart home|Modern|Gym|EV charging,16,Michael Wong,Compass Real Estate,2023-09-01,0
75,Z1075,234 Palo Alto University,Palo Alto,CA,94301,37.4419,-122.1430,2850000,2950000,9500,4,3.0,2600,7500,1955,Single Family,For Sale,25,467,39,1096,0,28500,Classic Palo Alto home near Stanford. Renovated with modern amenities. Top-rated schools.,Near Stanford|Renovated|Top schools|Large lot|Solar,24,Lisa Thompson,Compass Real Estate,2020-12-08,2400000
76,Z1076,567 Carlsbad Beach,Carlsbad,CA,92008,33.1581,-117.3506,2150000,2200000,7200,4,3.5,2800,4500,2018,Single Family,For Sale,20,412,35,768,200,21500,Coastal living steps from the beach. Rooftop deck ocean views and modern finishes.,Ocean views|Rooftop deck|Near beach|Modern|2-car garage,22,Robert Garcia,Pacific Sotheby's,2022-02-14,1900000
77,Z1077,890 La Jolla Cove,La Jolla,CA,92037,32.8500,-117.2728,4500000,4350000,14000,5,5.0,4500,8000,1975,Single Family,For Sale,35,623,52,1000,0,45000,Iconic La Jolla location with ocean views. Recently renovated with designer finishes.,Ocean views|Renovated|Designer finishes|Pool|Near beach,30,Amanda Stevens,Willis Allen Real Estate,2018-10-30,3800000
78,Z1078,123 North Park San Diego,San Diego,CA,92104,32.7478,-117.1294,895000,920000,3500,3,2.0,1600,3500,1935,Single Family,For Sale,14,312,26,559,0,8950,Charming North Park craftsman. Updated with open floor plan and private backyard.,Craftsman|Updated|Near restaurants|Private yard|Walk score 85,16,Carlos Rodriguez,Berkshire Hathaway,2023-05-08,0
79,Z1079,456 Coronado Island,Coronado,CA,92118,32.6859,-117.1831,2950000,3050000,9800,4,4.0,3200,6000,1950,Single Family,For Sale,28,534,44,922,0,29500,Classic Coronado charm near the beach. Recently renovated with pool and guest suite.,Near beach|Pool|Guest suite|Renovated|Island living,26,Jennifer Adams,Berkshire Hathaway,2021-04-20,2500000
80,Z1080,789 Gaslamp Quarter,San Diego,CA,92101,32.7100,-117.1591,685000,700000,2800,2,2.0,1200,0,2019,Condo,For Sale,10,256,21,571,600,6850,Urban living in the Gaslamp Quarter. Walk to restaurants nightlife and the waterfront.,Walk score 95|Near waterfront|Modern|Rooftop pool|Parking,14,David Kim,Compass Real Estate,2023-08-12,0
81,Z1081,234 Greenwich Village,New York,NY,10012,40.7336,-74.0027,4250000,4100000,13500,3,2.5,2800,0,1850,Townhouse,For Sale,32,567,47,1518,0,42500,Landmarked Greenwich Village townhouse. Original details with modern updates. Private garden.,Landmark|Original details|Private garden|Historic|Near Washington Square,28,Elizabeth Warren Realtor,Brown Harris Stevens,2018-07-15,3600000
82,Z1082,567 Upper East Side,New York,NY,10075,40.7713,-73.9571,2650000,2750000,8500,3,3.0,2200,0,1965,Condo,For Sale,22,445,37,1205,2200,26500,Classic Upper East Side living near Central Park. Renovated with high-end finishes.,Near Central Park|Renovated|Doorman|Gym|Parking,18,James Patterson Realtor,Corcoran Group,2020-03-22,2300000
83,Z1083,890 Tribeca Lofts,New York,NY,10013,40.7163,-74.0086,3850000,3750000,12000,3,3.5,3200,0,1890,Condo,For Sale,28,534,44,1203,1500,38500,Authentic Tribeca loft with soaring ceilings. Cast iron columns exposed brick and modern updates.,Cast iron|Exposed brick|High ceilings|Tribeca|Parking,22,Victoria Sterling,Douglas Elliman,2019-11-28,3400000
84,Z1084,123 Hudson Yards,New York,NY,10001,40.7532,-74.0019,5500000,5650000,17500,3,3.5,2600,0,2019,Condo,For Sale,18,623,51,2115,2800,55000,Ultra-luxury living at Hudson Yards. Panoramic views full-service building and world-class amenities.,Panoramic views|Full service|Pool|Spa|Concierge,20,Daniel Brooks Agent,Related Sales,2023-01-25,0
85,Z1085,456 Harlem Renaissance,New York,NY,10027,40.8116,-73.9465,1250000,1300000,4200,4,2.5,2600,0,1910,Townhouse,For Sale,16,356,29,481,0,12500,Historic Harlem townhouse with modern updates. Original details garden level and private backyard.,Historic|Original details|Backyard|Garden level|Near transit,20,Samantha Green,Halstead,2022-06-18,1050000
86,Z1086,789 Newport Beach Harbor,Newport Beach,CA,92660,33.6189,-117.9289,6250000,6100000,18000,5,5.5,5200,9000,2015,Single Family,For Sale,40,712,58,1202,0,62500,Waterfront estate on Newport Harbor. Private dock outdoor living and panoramic water views.,Waterfront|Private dock|Water views|Pool|Guest suite,35,Robert Garcia,First Team Real Estate,2017-09-22,5400000
87,Z1087,234 Laguna Beach Artist,Laguna Beach,CA,92651,33.5427,-117.7854,2450000,2500000,8200,3,3.0,2100,3500,1965,Single Family,For Sale,25,467,39,1167,0,24500,Laguna Beach charmer with ocean views. Walk to beaches galleries and restaurants.,Ocean views|Walk to beach|Near galleries|Updated|Private,22,Amanda Stevens,Villa Real Estate,2021-08-15,2100000
88,Z1088,567 Irvine Spectrum,Irvine,CA,92618,33.6490,-117.7493,975000,1000000,3800,3,2.5,1800,0,2020,Condo,For Sale,12,312,26,542,350,9750,Modern living near Irvine Spectrum. Top schools resort amenities and easy freeway access.,Near Spectrum|Top schools|Pool|Gym|Parking,16,Jennifer Chen,Compass Real Estate,2023-04-30,0
89,Z1089,890 Huntington Beach Surf,Huntington Beach,CA,92648,33.6595,-117.9988,1850000,1900000,6500,4,3.0,2400,4000,1970,Single Family,For Sale,18,389,32,771,0,18500,Steps from the sand in Surf City USA. Updated beach home with rooftop deck and ocean breezes.,Near beach|Rooftop deck|Updated|Ocean views|2-car garage,20,David Park,First Team Real Estate,2022-07-12,1600000
90,Z1090,123 Pasadena Historic,Pasadena,CA,91105,34.1425,-118.1458,1650000,1700000,5800,4,3.5,2900,8000,1925,Single Family,For Sale,22,412,35,569,0,16500,Stunning Pasadena craftsman with original details. Updated kitchen guest suite and private gardens.,Craftsman|Original details|Guest suite|Gardens|Near Rose Bowl,24,Sarah Mitchell,Dilbeck Real Estate,2021-02-28,1400000
91,Z1091,234 Boulder Pearl Street,Boulder,CO,80302,40.0150,-105.2705,1450000,1500000,5200,3,2.5,2100,4500,1965,Single Family,For Sale,16,367,30,690,0,14500,Charming home steps from Pearl Street. Mountain views updated throughout and spacious yard.,Mountain views|Near Pearl Street|Updated|Large yard|Walk score 85,18,Chris Martinez,WK Real Estate,2022-08-22,1250000
92,Z1092,567 Aspen Mountain,Aspen,CO,81611,39.1911,-106.8175,8500000,8200000,25000,5,5.5,5500,12000,2018,Single Family,For Sale,50,892,72,1545,0,85000,Ski-in ski-out luxury on Aspen Mountain. Mountain modern design with premium finishes.,Ski-in ski-out|Mountain views|Hot tub|Home theater|Smart home,40,Jennifer Adams,Christie's International,2019-06-10,7200000
93,Z1093,890 Vail Village,Vail,CO,81657,39.6403,-106.3742,4250000,4100000,14000,4,4.5,3800,8000,2015,Single Family,For Sale,35,623,52,1118,500,42500,Luxury mountain retreat near Vail Village. Hot tub wine cellar and stunning mountain views.,Mountain views|Near village|Hot tub|Wine cellar|Heated garage,30,Robert Miller,Slifer Smith & Frampton,2020-01-18,3600000
94,Z1094,123 Fort Lauderdale Beach,Fort Lauderdale,FL,33304,26.1224,-80.1373,1250000,1300000,4500,3,2.5,1800,0,2019,Condo,For Sale,14,345,29,694,650,12500,Oceanfront living in Fort Lauderdale. Floor-to-ceiling windows resort amenities and beach access.,Oceanfront|Beach access|Pool|Gym|Concierge,16,Maria Santos,The Keyes Company,2023-02-15,0
95,Z1095,456 Palm Beach Island,Palm Beach,FL,33480,26.7056,-80.0364,12500000,12000000,35000,7,8.5,12000,45000,1985,Single Family,For Sale,60,945,78,1042,0,125000,Legendary Palm Beach estate on the ocean. Pool house tennis court and lush gardens.,Oceanfront|Pool house|Tennis court|Gardens|Staff quarters,50,Carlos Rodriguez,Sotheby's International,2016-04-20,10500000
96,Z1096,789 Naples Beach,Naples,FL,34102,26.1420,-81.7948,3450000,3300000,11000,4,4.5,4200,10000,2010,Single Family,For Sale,28,534,44,821,0,34500,Gulf views from this Naples paradise. Pool outdoor kitchen and private beach access.,Gulf views|Pool|Outdoor kitchen|Beach access|3-car garage,28,Juan Perez,Premier Sotheby's,2020-09-08,2900000
97,Z1097,234 Sarasota Ringling,Sarasota,FL,34236,27.3265,-82.5510,1850000,1900000,6500,4,3.5,3200,7500,1975,Single Family,For Sale,20,412,35,578,0,18500,Waterfront home on Sarasota Bay. Pool dock and stunning sunset views.,Waterfront|Pool|Dock|Sunset views|Updated,24,Ana Gonzalez,Michael Saunders,2021-11-30,1600000
98,Z1098,567 Tampa Harbour Island,Tampa,FL,33602,27.9378,-82.4584,685000,700000,2800,2,2.0,1400,0,2021,Condo,For Sale,10,267,22,489,550,6850,Waterfront living on Harbour Island. Walk to downtown and enjoy resort-style amenities.,Waterfront|Near downtown|Pool|Gym|Parking,14,Diego Fernandez,Smith & Associates,2023-07-20,0
99,Z1099,890 Nashville Music Row,Nashville,TN,37203,36.1517,-86.7919,1250000,1300000,4200,4,3.0,2800,5500,1955,Single Family,For Sale,16,378,31,446,0,12500,Historic home near Music Row. Updated with modern amenities while preserving character.,Near Music Row|Updated|Large lot|Historic|Parking,20,William Davis,Village Real Estate,2022-10-12,1050000
100,Z1100,123 Charleston Historic,Charleston,SC,29401,32.7765,-79.9311,2850000,2950000,9500,4,3.5,3400,0,1840,Townhouse,For Sale,25,489,41,838,0,28500,Historic Charleston single house. Original details private courtyard and rooftop views.,Historic|Single house|Courtyard|Original details|Near waterfront,26,Jennifer White,William Means,2019-03-28,2400000
101,Z1101,456 Market Street Unit 1204,San Francisco,CA,94105,37.7897,-122.4001,4200,0,4200,2,2.0,1150,0,2018,Condo,For Rent,5,189,12,0,850,0,Modern high-rise living in the heart of SOMA. Floor-to-ceiling windows with Bay Bridge views. Building amenities include rooftop deck gym and 24-hour concierge.,Bay views|Concierge|Rooftop deck|In-unit laundry|Pet friendly,18,Michael Wong,Sotheby's International,,0
102,Z1102,234 Austin Downtown,Austin,TX,78701,30.2672,-97.7431,3500,0,3500,2,2.0,1200,0,2021,Condo,For Rent,8,145,9,0,600,0,Modern downtown apartment with city views. Walk to restaurants entertainment and Lady Bird Lake.,Downtown|City views|Walk score 95|Pool|Gym,12,Jake Williams,Kuper Sotheby's,,0
103,Z1103,567 Seattle Capitol Hill,Seattle,WA,98102,47.6249,-122.3222,2800,0,2800,1,1.0,750,0,2019,Condo,For Rent,4,98,6,0,400,0,Cozy Capitol Hill apartment near Broadway. Modern finishes and rooftop deck access.,Near Broadway|Modern|Rooftop access|Pet friendly|Laundry,10,David Kim,Redfin,,0
104,Z1104,890 Denver RiNo,Denver,CO,80205,39.7644,-104.9817,2600,0,2600,1,1.0,850,0,2020,Condo,For Rent,6,112,8,0,450,0,Industrial chic living in River North. Near breweries galleries and restaurants.,Near RiNo|Industrial|Modern|Pet friendly|Parking,10,Chris Martinez,milehimodern,,0
105,Z1105,123 Miami Brickell,Miami,FL,33131,25.7578,-80.1918,4500,0,4500,2,2.0,1300,0,2020,Condo,For Rent,7,156,11,0,890,0,Luxury Brickell living with bay views. Resort amenities and walking distance to everything.,Bay views|Pool|Gym|Concierge|Near restaurants,14,Juan Perez,Compass Real Estate,,0
106,Z1106,890 Wilshire Boulevard Unit 2401,Los Angeles,CA,90024,34.0640,-118.4381,975000,920000,4200,3,3.0,2100,0,2020,Condo,Sold,0,445,38,464,1200,9750,Penthouse living in Westwood's newest luxury tower. Smart home features private terrace and stunning views from downtown to the ocean.,Ocean views|Smart home|Private terrace|Valet parking|Spa,22,Robert Garcia,The Agency,2024-01-05,975000
107,Z1107,456 Brooklyn Heights,Brooklyn,NY,11201,40.6966,-73.9972,1800000,1850000,6500,3,2.0,2100,0,1899,Townhouse,Sold,0,312,28,857,0,18000,Classic Brooklyn Heights brownstone. Original details with modern updates.,Brownstone|Original details|Garden|Near promenade,22,Daniel Brooks,Compass Real Estate,2023-12-15,1800000
108,Z1108,789 Chicago Lincoln Park,Chicago,IL,60614,41.9215,-87.6369,1650000,1700000,5800,4,3.0,2800,4500,1905,Single Family,Sold,0,389,32,589,0,21450,Stunning Lincoln Park greystone. Completely renovated with modern amenities.,Greystone|Renovated|Near park|Garden|Coach house,24,Michael O'Connor,@properties,2023-11-20,1650000
109,Z1109,234 Dallas Highland Park,Dallas,TX,75205,32.8312,-96.8015,3200000,3100000,9500,5,4.5,4800,18000,1935,Single Family,Sold,0,478,41,667,0,64000,Grand Highland Park estate. Pool guest house and mature landscaping.,Pool|Guest house|Mature trees|Renovated,32,William Anderson,Briggs Freeman,2023-10-28,3200000
110,Z1110,567 Phoenix Arcadia,Phoenix,AZ,85018,33.5097,-111.9818,1550000,1600000,5200,4,3.0,2900,10000,1958,Single Family,Sold,0,345,29,534,0,15500,Mid-century modern gem in Arcadia. Pool casita and mountain views.,Mid-century|Pool|Casita|Mountain views,20,Lisa Thompson,The Brokery,2023-09-15,1550000
111,Z1111,890 Portland Pearl,Portland,OR,97209,45.5288,-122.6819,625000,640000,2700,2,2.0,1250,0,2017,Condo,Pending,12,234,19,500,500,6250,Modern Pearl District condo. Walk to everything with rooftop amenities.,Walk score 95|Modern|Rooftop|Parking,12,Sarah Lee,Windermere Real Estate,2023-01-10,0
112,Z1112,123 Atlanta Buckhead,Atlanta,GA,30305,33.8384,-84.3623,2100000,2000000,7200,5,4.0,4200,15000,2000,Single Family,Pending,18,423,35,500,0,21000,Elegant Buckhead home on quiet street. Pool outdoor kitchen and finished basement.,Pool|Outdoor kitchen|Finished basement|Gated,26,William Davis,Harry Norman Realtors,2022-12-05,0
113,Z1113,456 Boston South End,Boston,MA,02118,42.3408,-71.0758,1750000,1800000,6000,3,2.5,2200,0,1875,Townhouse,Pending,14,356,29,795,0,17500,Stunning South End row house. Roof deck and chef's kitchen.,Roof deck|Chef's kitchen|Historic|Near restaurants,20,Sarah Mitchell Agent,William Raveis,2023-02-18,0
114,Z1114,789 San Diego La Jolla,La Jolla,CA,92037,32.8500,-117.2728,3850000,3750000,12000,4,4.0,3600,6500,1985,Single Family,Pending,22,512,43,1069,0,38500,Ocean view estate in La Jolla. Recently updated with pool and spa.,Ocean views|Pool|Spa|Updated|Near beach,28,Amanda Stevens,Willis Allen Real Estate,2022-11-30,0
115,Z1115,234 Miami Beach Art Deco,Miami Beach,FL,33139,25.7814,-80.1324,1450000,1500000,5200,2,2.0,1400,0,1935,Condo,Pending,10,345,28,1036,800,14500,Renovated Art Deco gem in South Beach. Walk to beach and restaurants.,Art Deco|Renovated|Near beach|Walk score 90,16,Maria Santos,Douglas Elliman,2023-01-28,0
116,Z2000,9156 Liberty Boulevard Unit 1883,Scottsdale,AZ,85284,33.4561,-111.9509,1295002,1345415,4625,1,2,1864,0,1908,Condo,For Sale,62,1485,17,694,1500,12950,"Beautiful 1-bedroom condo in Scottsdale. Built in 1908 with 1864 sqft of living space. Features include gym, doorman, pool.",Gym|Doorman|Pool,34,Carlos Rodriguez,Douglas Elliman,,0
117,Z2001,6873 Palm Drive,Fresno,CA,93762,36.7304,-119.7369,1034216,982555,3693,5,2,1199,37679,2001,Single Family,For Sale,83,630,62,862,0,10342,"Beautiful 5-bedroom single family in Fresno. Built in 2001 with 1199 sqft of living space. Features include home office, garage, updated kitchen, deck, fire pit, pool.",Home office|Garage|Updated kitchen|Deck|Fire pit|Pool,33,Maria Santos,Zillow Homes,,0
118,Z2002,7824 Market Court,Detroit,MI,48292,42.3816,-82.9652,555673,535961,1984,3,2,1608,45761,1930,Single Family,Sold,0,720,54,345,0,5556,"Beautiful 3-bedroom single family in Detroit. Built in 1930 with 1608 sqft of living space. Features include home office, hardwood floors, smart home, backyard.",Home office|Hardwood floors|Smart home|Backyard,28,Emily Chen,Redfin,2025-04-21,564990
119,Z2003,3480 Bridge Boulevard,Honolulu,HI,96837,21.4016,-157.952,3034857,3078746,10838,3,2.5,3671,44953,1998,Single Family,For Sale,41,748,29,826,0,30348,"Beautiful 3-bedroom single family in Honolulu. Built in 1998 with 3671 sqft of living space. Features include patio, wine cellar, hardwood floors, solar panels, deck.",Patio|Wine cellar|Hardwood floors|Solar panels|Deck,24,Daniel Brooks,Keller Williams,,0
120,Z2004,4653 Palm Way,Portland,OR,97239,45.4299,-122.7697,1899252,1859958,6783,4,3,4953,3267,1997,Single Family,For Sale,53,1069,81,383,0,18992,"Beautiful 4-bedroom single family in Portland. Built in 1997 with 4953 sqft of living space. Features include pool, updated kitchen, garage, deck, wine cellar, fire pit.",Pool|Updated kitchen|Garage|Deck|Wine cellar|Fire pit,33,Daniel Brooks,Keller Williams,,0
121,Z2005,7038 Hill Circle,Colorado Springs,CO,80929,38.9077,-104.8822,2827,0,2827,5,2,3587,47379,1903,Single Family,For Rent,32,937,91,0,0,0,"Beautiful 5-bedroom single family in Colorado Springs. Built in 1903 with 3587 sqft of living space. Features include smart home, garage, solar panels, home office.",Smart home|Garage|Solar panels|Home office,11,James Patterson,Keller Williams,,0
122,Z2006,126 Bridge Lane Unit 1414,Nashville,TN,37224,36.1764,-86.8606,955028,996302,3410,2,2,1090,0,1949,Condo,For Sale,51,888,93,876,550,9550,"Beautiful 2-bedroom condo in Nashville. Built in 1949 with 1090 sqft of living space. Features include balcony, gym, pet friendly, city views, in-unit laundry, concierge.",Balcony|Gym|Pet friendly|City views|In-unit laundry|Concierge,22,Sarah Mitchell,Douglas Elliman,,0
123,Z2007,2000 Spring Avenue,Portland,OR,97292,45.557,-122.6582,952061,928628,3400,6,2,2840,16260,1926,Single Family,For Sale,82,1434,37,335,0,9520,"Beautiful 6-bedroom single family in Portland. Built in 1926 with 2840 sqft of living space. Features include backyard, garage, patio, deck, home office.",Backyard|Garage|Patio|Deck|Home office,32,Kevin O'Brien,Realogy,,0
124,Z2008,2959 Willow Lane Unit 4348,San Antonio,TX,78220,29.3535,-98.4268,1588,0,1588,1,1,2238,0,1910,Condo,For Rent,83,783,55,0,250,0,"Beautiful 1-bedroom condo in San Antonio. Built in 1910 with 2238 sqft of living space. Features include gym, concierge, doorman.",Gym|Concierge|Doorman,13,Robert Garcia,RE/MAX,,0
